Generation,Original strategy,Short original strategy,simplified strategy,Short simplified strategy,Original Depth,Simplified Depth,Original Complexity,Simple Complexity
0,if-then-else:drag-actions-available:random-action-of-type:type-action:random-action:,GDV3U,if-then-else:drag-actions-available:random-action-of-type:type-action:random-action:,GDV3U,3,3,2,2
0,if-then-else:type-actions-available:previous-action:random-unexecuted-action:,G4T1,if-then-else:type-actions-available:previous-action:random-unexecuted-action:,G4T1,2,2,2,2
0,random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action:,W5V51,random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:,W51,5,3,1,1
0,random-action-of-type:type-of-action-of:random-unexecuted-action:,V51,random-action-of-type:type-of-action-of:random-unexecuted-action:,V51,3,3,1,1
0,random-unexecuted-action-of-type:type-of-action-of:random-action:,25U,random-unexecuted-action-of-type:type-of-action-of:random-action:,25U,3,3,1,1
0,random-action-of-type:type-of-action-of:if-then-else:equals:number-of-actions-of-type:type-action:number-of-actions-of-type:type-action:random-action-of-type:type-of-action-of:previous-action:if-then-else:equalstype:type-action:click-action:random-action-of-type-other-than:click-action:random-action-of-type-other-than:drag-action:,V5GEK3K3V5TG83BWBWC,random-action-of-type:type-of-action-of:previous-action:,V5T,6,3,3,1
0,random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:hit-key-action:,W526,random-action-of-type-other-than:hit-key-action:,W6,4,2,1,1
0,random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:click-action:,W5V5W5VB,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:click-action:,W5WB,8,4,1,1
0,random-unexecuted-action-of-type:type-of-action-of:if-then-else:equalstype:type-of-action-of:random-least-executed-action:type-of-action-of:previous-action:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-most-executed-action:,25G85X5T251V5Y,random-unexecuted-action-of-type:type-of-action-of:if-then-else:equalstype:type-of-action-of:random-least-executed-action:type-of-action-of:previous-action:random-unexecuted-action:random-action-of-type:type-of-action-of:random-most-executed-action:,25G85X5T1V5Y,6,6,2,2
0,if-then-else:and:not:equals:number-of-actions-of-type:type-of-action-of:random-unexecuted-action-of-type:drag-action:number-of-actions-of-type:type-of-action-of:random-action-of-type:type-action:greater-than:number-of-actions-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:if-then-else:not:type-actions-available:if-then-else:type-actions-available:random-most-executed-action:random-action:random-action-of-type-other-than:click-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:not:type-actions-available:random-unexecuted-action-of-type:hit-key-action:random-action-of-type:type-action:if-then-else:or:greater-than:number-of-actions-of-type:type-of-action-of:random-unexecuted-action-of-type:hit-key-action:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:drag-action:equalstype:type-of-action-of:random-action-of-type:type-of-action-of:random-most-executed-action:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:type-of-action-of:if-then-else:equalstype:drag-action:type-action:random-action-of-type:click-action:random-action-of-type-other-than:drag-action:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action:if-then-else:not:not:or:left-clicks-available:type-actions-available:random-action-of-type:type-of-action-of:random-action-of-type:type-action:random-action-of-type:type-of-action-of:random-action-of-type:type-action:if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-unexecuted-action-of-type:type-action:number-of-actions-of-type:type-of-action-of:random-action-of-type:drag-action:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:previous-action:,GAIEK52CK5V3FK5V5XK5GI4G4YUWBW5W5GI426V3GSFK526K5WC85V5Y5W51G85W515G8C3VBWC2525UGIISH4V5V3V5V3GFK523K5VCW525YV525T,if-then-else:and:not:equals:number-of-actions-of-type:drag-action:number-of-actions-of-type:type-action:greater-than:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:if-then-else:not:type-actions-available:if-then-else:type-actions-available:random-most-executed-action:random-action:random-action-of-type-other-than:click-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:not:type-actions-available:random-unexecuted-action-of-type:hit-key-action:random-action-of-type:type-action:if-then-else:or:greater-than:number-of-actions-of-type:hit-key-action:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:drag-action:equalstype:type-of-action-of:random-most-executed-action:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:type-of-action-of:random-action-of-type-other-than:drag-action:random-unexecuted-action-of-type:type-of-action-of:random-action:random-action-of-type:type-action:if-then-else:greater-than:number-of-actions-of-type:type-action:number-of-actions-of-type:drag-action:random-action-of-type-other-than:type-of-action-of:random-most-executed-action:random-action-of-type:type-of-action-of:previous-action:,GAIEKCK3FK5XK5GI4G4YUWBW5W5GI426V3GSFK6K5WC85Y5W51G85W515WC25UV3GFK3KCW5YV5T,8,8,10,8
0,if-then-else:equals:number-of-previous-actions:random-number:previous-action:random-unexecuted-action:,GENZT1,if-then-else:equals:number-of-previous-actions:random-number:previous-action:random-unexecuted-action:,GENZT1,3,3,2,2
0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25V5W5V3,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:,25W3,8,4,1,1
0,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:click-action:,W5WB,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:click-action:,W5WB,4,4,1,1
0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:click-action:,25VB,random-unexecuted-action-of-type:click-action:,2B,4,2,1,1
0,if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-most-executed-action:if-then-else:not:not:left-clicks-available:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:random-unexecuted-action-of-type:type-of-action-of:random-least-executed-action:random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-unexecuted-action:random-least-executed-action:,GFK5XK5YGIIH25Y25XW5G41X,if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-most-executed-action:if-then-else:left-clicks-available:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:random-unexecuted-action-of-type:type-of-action-of:random-least-executed-action:random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-unexecuted-action:random-least-executed-action:,GFK5XK5YGH25Y25XW5G41X,5,5,4,4
0,if-then-else:equals:number-of-previous-actions:number-of-previous-actions:if-then-else:type-actions-available:random-unexecuted-action:random-unexecuted-action-of-type:type-of-action-of:previous-action:random-action-of-type-other-than:type-action:,GENNG4125TW3,if-then-else:type-actions-available:random-unexecuted-action:random-unexecuted-action-of-type:type-of-action-of:previous-action:,G4125T,5,4,3,2
0,random-unexecuted-action-of-type:type-of-action-of:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-unexecuted-action-of-type:type-action:number-of-actions-of-type:type-of-action-of:random-action-of-type:type-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:,25GEK523K5V3W5W512525Y,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:,25W5W51,8,7,2,1
0,random-action-of-type:type-of-action-of:if-then-else:equals:number-of-previous-actions:number-of-unexecuted-drag-actions:random-action-of-type-other-than:click-action:if-then-else:left-clicks-available:random-most-executed-action:previous-action:,V5GENPWBGHYT,random-action-of-type:type-of-action-of:if-then-else:equals:number-of-previous-actions:number-of-unexecuted-drag-actions:random-action-of-type-other-than:click-action:if-then-else:left-clicks-available:random-most-executed-action:previous-action:,V5GENPWBGHYT,5,5,3,3
0,if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:drag-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:click-action:if-then-else:or:or:and:not:equalstype:hit-key-action:click-action:or:equalstype:click-action:drag-action:or:left-clicks-available:left-clicks-available:greater-than:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-action:equals:number-of-actions-of-type:type-of-action-of:if-then-else:drag-actions-available:previous-action:random-unexecuted-action:number-of-actions-of-type:type-of-action-of:random-action-of-type:type-action:if-then-else:or:equalstype:type-of-action-of:random-unexecuted-action-of-type:click-action:type-of-action-of:random-action-of-type:drag-action:equals:number-of-actions-of-type:type-of-action-of:random-action:number-of-actions-of-type:type-of-action-of:random-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-least-executed-action:random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-unexecuted-action-of-type:type-action:number-of-actions-of-type:type-of-action-of:random-action-of-type:type-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:previous-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:if-then-else:not:or:or:not:or:left-clicks-available:drag-actions-available:not:not:drag-actions-available:greater-than:number-of-actions-of-type:type-of-action-of:random-most-executed-action:number-of-actions-of-type:type-of-action-of:previous-action:random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-least-executed-action:random-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:random-most-executed-action:random-unexecuted-action:,GFK5V5WCK525WBGSSAI86BS8BCSHHFK5XK5UEK5GDT1K5V3GS852B5VCEK5UK5U25V5XV5V5UGEK523K5V3W5W5T25V5TGISSISHDIIDFK5YK5TV5V5G7XU25W5GDY1,if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:drag-action:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:click-action:if-then-else:or:or:left-clicks-available:greater-than:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-action:equals:number-of-actions-of-type:type-of-action-of:if-then-else:drag-actions-available:previous-action:random-unexecuted-action:number-of-actions-of-type:type-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-action:number-of-actions-of-type:type-of-action-of:random-action:random-unexecuted-action-of-type:type-of-action-of:random-least-executed-action:random-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:previous-action:if-then-else:not:or:or:not:or:left-clicks-available:drag-actions-available:drag-actions-available:greater-than:number-of-actions-of-type:type-of-action-of:random-most-executed-action:number-of-actions-of-type:type-of-action-of:previous-action:random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-least-executed-action:random-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:random-most-executed-action:random-unexecuted-action:,GFK5WCK5WBGSSHFK5XK5UEK5GDT1K3GEK5UK5U25XUW5W5TGISSISHDDFK5YK5TV5G7XU25W5GDY1,8,8,9,8
0,random-action-of-type:type-of-action-of:if-then-else:drag-actions-available:random-least-executed-action:previous-action:,V5GDXT,random-action-of-type:type-of-action-of:if-then-else:drag-actions-available:random-least-executed-action:previous-action:,V5GDXT,4,4,2,2
0,if-then-else:greater-than:number-of-left-clicks:number-of-unexecuted-drag-actions:random-action-of-type:click-action:random-action-of-type:hit-key-action:,GFMPVBV6,if-then-else:greater-than:number-of-left-clicks:number-of-unexecuted-drag-actions:random-action-of-type:click-action:random-action-of-type:hit-key-action:,GFMPVBV6,3,3,2,2
0,random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:previous-action:,W525W5T,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:previous-action:,W5W5T,7,5,1,1
0,if-then-else:not:not:left-clicks-available:if-then-else:not:drag-actions-available:random-action-of-type:type-action:random-action-of-type-other-than:click-action:random-action-of-type:type-of-action-of:random-action:,GIIHGIDV3WBV5U,if-then-else:left-clicks-available:if-then-else:not:drag-actions-available:random-action-of-type:type-action:random-action-of-type-other-than:click-action:random-action:,GHGIDV3WBU,4,4,3,3
0,if-then-else:not:not:state-has-not-changed:random-least-executed-action:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:,GII7X251,if-then-else:state-has-not-changed:random-least-executed-action:random-unexecuted-action:,G7X1,4,2,2,2
0,random-action-of-type:type-of-action-of:random-most-executed-action:,V5Y,random-action-of-type:type-of-action-of:random-most-executed-action:,V5Y,3,3,1,1
0,if-then-else:drag-actions-available:random-unexecuted-action:previous-action:,GD1T,if-then-else:drag-actions-available:random-unexecuted-action:previous-action:,GD1T,2,2,2,2
0,random-action-of-type-other-than:type-of-action-of:if-then-else:left-clicks-available:random-unexecuted-action:random-least-executed-action:,W5GH1X,random-action-of-type-other-than:type-of-action-of:if-then-else:left-clicks-available:random-unexecuted-action:random-least-executed-action:,W5GH1X,4,4,2,2
0,if-then-else:not:equals:number-of-actions-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action:number-of-actions-of-type:type-of-action-of:if-then-else:greater-than:number-of-type-actions:number-of-left-clicks:random-unexecuted-action-of-type:drag-action:random-unexecuted-action-of-type:hit-key-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:drag-action:random-unexecuted-action-of-type:type-of-action-of:if-then-else:equalstype:type-of-action-of:random-unexecuted-action:type-of-action-of:random-action:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-least-executed-action:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:,GIEK5V5XK525YGEK5V51K5GFOM2C26W5W5WC25G8515U251V5XV525251,if-then-else:not:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-most-executed-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:number-of-actions-of-type:type-of-action-of:if-then-else:greater-than:number-of-type-actions:number-of-left-clicks:random-unexecuted-action-of-type:drag-action:random-unexecuted-action-of-type:hit-key-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:drag-action:random-unexecuted-action-of-type:type-of-action-of:if-then-else:equalstype:type-of-action-of:random-unexecuted-action:type-of-action-of:random-action:random-unexecuted-action:random-action-of-type:type-of-action-of:random-least-executed-action:random-action-of-type:type-of-action-of:random-unexecuted-action:,GIEK5XK5YGEK51K5GFOM2C26W5W5WC25G8515U1V5XV51,8,8,5,5
0,if-then-else:or:equals:number-of-actions-of-type:type-of-action-of:random-most-executed-action:number-of-actions-of-type:type-of-action-of:random-action:not:greater-than:number-of-actions-of-type:drag-action:number-of-actions-of-type:click-action:random-action-of-type-other-than:type-of-action-of:if-then-else:or:drag-actions-available:type-actions-available:random-unexecuted-action-of-type:hit-key-action:random-action-of-type:drag-action:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action:,GSEK5YK5UIFKCKBW5GSD426VCV525U,if-then-else:or:equals:number-of-actions-of-type:type-of-action-of:random-most-executed-action:number-of-actions-of-type:type-of-action-of:random-action:not:greater-than:number-of-actions-of-type:drag-action:number-of-actions-of-type:click-action:random-action-of-type-other-than:type-of-action-of:if-then-else:or:drag-actions-available:type-actions-available:random-unexecuted-action-of-type:hit-key-action:random-action-of-type:drag-action:random-action:,GSEK5YK5UIFKCKBW5GSD426VCU,6,6,3,3
0,if-then-else:type-actions-available:random-least-executed-action:previous-action:,G4XT,if-then-else:type-actions-available:random-least-executed-action:previous-action:,G4XT,2,2,2,2
0,if-then-else:drag-actions-available:random-action-of-type-other-than:click-action:random-action:,GDWBU,if-then-else:drag-actions-available:random-action-of-type-other-than:click-action:random-action:,GDWBU,3,3,2,2
0,if-then-else:and:drag-actions-available:type-actions-available:random-action-of-type-other-than:type-action:if-then-else:drag-actions-available:random-least-executed-action:random-unexecuted-action:,GAD4W3GDX1,if-then-else:and:drag-actions-available:type-actions-available:random-action-of-type-other-than:type-action:if-then-else:drag-actions-available:random-least-executed-action:random-unexecuted-action:,GAD4W3GDX1,3,3,3,3
0,if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:number-of-actions-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-least-executed-action:random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type:drag-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:hit-key-action:,GEK5W51K5V5XV5V5VCV5W5V6,if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:number-of-actions-of-type:type-of-action-of:random-least-executed-action:random-action-of-type:drag-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:hit-key-action:,GEK5W51K5XVCV5W6,7,7,2,2
0,if-then-else:or:equals:number-of-unexecuted-type-actions:number-of-unexecuted-left-clicks:equals:number-of-actions:number-of-drag-actions:random-action-of-type-other-than:type-of-action-of:random-action:random-unexecuted-action-of-type:type-of-action-of:random-least-executed-action:,GSERQEJLW5U25X,if-then-else:or:equals:number-of-unexecuted-type-actions:number-of-unexecuted-left-clicks:equals:number-of-actions:number-of-drag-actions:random-action-of-type-other-than:type-of-action-of:random-action:random-unexecuted-action-of-type:type-of-action-of:random-least-executed-action:,GSERQEJLW5U25X,4,4,2,2
0,random-action-of-type-other-than:type-of-action-of:if-then-else:equalstype:type-action:click-action:if-then-else:drag-actions-available:previous-action:random-unexecuted-action:random-unexecuted-action-of-type:type-action:,W5G83BGDT123,random-action-of-type-other-than:type-action:,W3,5,2,3,1
0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:drag-action:,25VC,random-unexecuted-action-of-type:drag-action:,2C,4,2,1,1
0,if-then-else:not:and:equalstype:type-of-action-of:random-action-of-type:type-of-action-of:random-action:type-of-action-of:if-then-else:greater-than:number-of-previous-actions:number-of-unexecuted-type-actions:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:not:greater-than:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:number-of-actions-of-type:type-of-action-of:random-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:if-then-else:not:not:not:equals:number-of-actions-of-type:type-action:number-of-actions-of-type:hit-key-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:drag-action:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-most-executed-action:random-unexecuted-action:,GIA85V5U5GFNR2BVBIFK51K5UV5W5251GIIIEK3K6W5W5VC2525G7Y1,if-then-else:not:and:equalstype:type-of-action-of:random-action:type-of-action-of:if-then-else:greater-than:number-of-previous-actions:number-of-unexecuted-type-actions:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:not:greater-than:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:number-of-actions-of-type:type-of-action-of:random-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:if-then-else:not:equals:number-of-actions-of-type:type-action:number-of-actions-of-type:hit-key-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:drag-action:random-unexecuted-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-most-executed-action:random-unexecuted-action:,GIA85U5GFNR2BVBIFK51K5UV5W51GIEK3K6W5WC25G7Y1,8,8,5,5
0,if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-action-of-type:drag-action:number-of-actions-of-type:type-of-action-of:if-then-else:drag-actions-available:random-least-executed-action:random-unexecuted-action:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-least-executed-action:,GEK5VCK5GDX1W525UV5W5X,if-then-else:equals:number-of-actions-of-type:drag-action:number-of-actions-of-type:type-of-action-of:if-then-else:drag-actions-available:random-least-executed-action:random-unexecuted-action:random-action-of-type-other-than:type-of-action-of:random-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-least-executed-action:,GEKCK5GDX1W5UV5W5X,6,6,3,3
0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:random-least-executed-action:random-most-executed-action:,25W5GDXY,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:random-least-executed-action:random-most-executed-action:,25W5GDXY,6,6,2,2
0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:previous-action:,25W525T,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:previous-action:,25W5T,7,5,1,1
0,if-then-else:greater-than:number-of-actions-of-type:click-action:number-of-actions-of-type:drag-action:random-action-of-type:type-of-action-of:random-most-executed-action:random-action-of-type:type-of-action-of:random-action:,GFKBKCV5YV5U,if-then-else:greater-than:number-of-actions-of-type:click-action:number-of-actions-of-type:drag-action:random-action-of-type:type-of-action-of:random-most-executed-action:random-action:,GFKBKCV5YU,4,4,2,2
0,if-then-else:type-actions-available:random-unexecuted-action:previous-action:,G41T,if-then-else:type-actions-available:random-unexecuted-action:previous-action:,G41T,2,2,2,2
0,random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:drag-action:,252C,random-unexecuted-action-of-type:drag-action:,2C,4,2,1,1
0,if-then-else:type-actions-available:random-action-of-type:hit-key-action:random-most-executed-action:,G4V6Y,if-then-else:type-actions-available:random-action-of-type:hit-key-action:random-most-executed-action:,G4V6Y,3,3,2,2
0,random-action-of-type:type-of-action-of:if-then-else:and:not:not:state-has-not-changed:equalstype:type-of-action-of:random-most-executed-action:type-of-action-of:random-least-executed-action:if-then-else:or:not:type-actions-available:greater-than:random-number:number-of-unexecuted-type-actions:random-unexecuted-action-of-type:type-of-action-of:previous-action:random-action-of-type:type-of-action-of:previous-action:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:hit-key-action:,V5GAII785Y5XGSI4FZR25TV5T2526,random-action-of-type:type-of-action-of:if-then-else:and:state-has-not-changed:equalstype:type-of-action-of:random-most-executed-action:type-of-action-of:random-least-executed-action:if-then-else:or:not:type-actions-available:greater-than:random-number:number-of-unexecuted-type-actions:random-unexecuted-action-of-type:type-of-action-of:previous-action:random-action-of-type:type-of-action-of:previous-action:random-unexecuted-action-of-type:hit-key-action:,V5GA785Y5XGSI4FZR25TV5T26,7,7,3,3
0,random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:drag-action:,W5252C,random-action-of-type-other-than:drag-action:,WC,6,2,1,1
0,if-then-else:drag-actions-available:previous-action:random-most-executed-action:,GDTY,if-then-else:drag-actions-available:previous-action:random-most-executed-action:,GDTY,2,2,2,2
0,if-then-else:equalstype:type-of-action-of:if-then-else:and:or:not:left-clicks-available:greater-than:number-of-left-clicks:number-of-unexecuted-type-actions:or:not:drag-actions-available:equals:number-of-drag-actions:number-of-drag-actions:random-action-of-type-other-than:type-of-action-of:random-action-of-type:click-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-action:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:previous-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:previous-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:if-then-else:equals:number-of-unexecuted-left-clicks:number-of-left-clicks:random-action-of-type-other-than:click-action:if-then-else:type-actions-available:random-unexecuted-action:random-unexecuted-action:,G85GASIHFMRSIDELLW5VB25V35V5W5TW5W5W5T25V5GEQMWBG411,if-then-else:equalstype:type-of-action-of:if-then-else:or:not:left-clicks-available:greater-than:number-of-left-clicks:number-of-unexecuted-type-actions:random-action-of-type-other-than:click-action:random-unexecuted-action-of-type:type-action:type-of-action-of:random-action-of-type-other-than:type-of-action-of:previous-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:previous-action:random-unexecuted-action-of-type:type-of-action-of:if-then-else:equals:number-of-unexecuted-left-clicks:number-of-left-clicks:random-action-of-type-other-than:click-action:random-unexecuted-action:,G85GSIHFMRWB235W5TW5W5W5T25GEQMWB1,8,8,5,4
0,if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:hit-key-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:drag-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:if-then-else:greater-than:number-of-previous-actions:number-of-unexecuted-drag-actions:if-then-else:drag-actions-available:random-least-executed-action:random-unexecuted-action:random-action-of-type:click-action:,GFK5W526K525WCV5W5W5UW525GFNPGDX1VB,if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:hit-key-action:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:drag-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action:random-action-of-type-other-than:type-of-action-of:if-then-else:greater-than:number-of-previous-actions:number-of-unexecuted-drag-actions:if-then-else:drag-actions-available:random-least-executed-action:random-unexecuted-action:random-action-of-type:click-action:,GFK5W6K5WCV5W5W5UW5GFNPGDX1VB,8,8,4,4
0,if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-most-executed-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:random-unexecuted-action-of-type:type-of-action-of:if-then-else:left-clicks-available:previous-action:random-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:hit-key-action:,GEK5YK5125GHTU25V6,if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-most-executed-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:random-unexecuted-action-of-type:type-of-action-of:if-then-else:left-clicks-available:previous-action:random-action:random-unexecuted-action-of-type:hit-key-action:,GEK5YK5125GHTU26,5,5,3,3
